Model,Dataset,profile_id,n_test,RMSE,MAE,R2,nRMSE
RandomForest,HYBRID_AUG,43,1280,15.617598833064797,12.529524803161621,-0.9785032272338867,0.3807792997199851
RandomForest,HYBRID_AUG,45,1792,13.76747325046061,10.773236274719238,0.29777371883392334,0.21767541200329468
RandomForest,HYBRID_AUG,56,8960,9.72218188565076,8.131901741027832,0.28760045766830444,0.22552909837107013
RandomForest,HYBRID_AUG,59,2048,14.55472157218905,13.200307846069336,-0.7951819896697998,0.318682101421113
RandomForest,HYBRID_AUG,65,6144,11.392723947131646,9.664586067199707,0.20532292127609253,0.17050768782446207
KNN,HYBRID_AUG,2,256,7.402844640045368,6.285008430480957,0.06752508878707886,0.32280437709939563
KNN,HYBRID_AUG,6,1280,12.642288909531782,10.105999946594238,-0.604366660118103,0.18286492582939756
KNN,HYBRID_AUG,12,256,2.7297655763689144,2.380586624145508,0.8127681016921997,0.11540100781145435
KNN,HYBRID_AUG,14,256,26.79895217896821,22.025861740112305,-7.023791313171387,0.7454903021956254
KNN,HYBRID_AUG,20,2304,15.89916066767436,13.413816452026367,0.3613366484642029,0.19299144875114824
KNN,HYBRID_AUG,26,256,8.290363867565803,6.161970138549805,0.8750449419021606,0.11597637052359808
KNN,HYBRID_AUG,43,1280,19.98354196489928,16.287517547607422,-2.2393147945404053,0.487227210575368
KNN,HYBRID_AUG,45,1792,19.110155116179804,15.263307571411133,-0.3529975414276123,0.30214773711088466
KNN,HYBRID_AUG,56,8960,12.385423374200945,10.219154357910156,-0.1561598777770996,0.28730930971885915
KNN,HYBRID_AUG,59,2048,14.532812416003654,12.952919960021973,-0.7897814512252808,0.31820239070326134
KNN,HYBRID_AUG,65,6144,11.423167436068725,9.680013656616211,0.20107018947601318,0.1709633162529274
HistGB,HYBRID_AUG,2,256,8.622868371241319,6.967187881469727,-0.26515400409698486,0.37600406178071244
HistGB,HYBRID_AUG,6,1280,9.552258960325416,7.443957328796387,0.08406555652618408,0.13816905615612915
HistGB,HYBRID_AUG,12,256,2.1459653745845984,1.9354175329208374,0.884289026260376,0.09072081833670231
HistGB,HYBRID_AUG,14,256,6.96616305245146,5.576700210571289,0.45783525705337524,0.19378395709036947
HistGB,HYBRID_AUG,20,2304,12.112123553997652,10.30612850189209,0.6293498277664185,0.14702262094196666
HistGB,HYBRID_AUG,26,256,8.050267602488733,6.792196273803711,0.8821777105331421,0.1126175923270403
HistGB,HYBRID_AUG,43,1280,13.5393002990513,11.637869834899902,-0.48696470260620117,0.3301074218692571
HistGB,HYBRID_AUG,45,1792,12.343408198392712,10.184287071228027,0.43553274869918823,0.19515973746454068
HistGB,HYBRID_AUG,56,8960,9.333881589136405,7.8860368728637695,0.3433700203895569,0.21652155080611937
HistGB,HYBRID_AUG,59,2048,14.878778570763545,13.372835159301758,-0.8760102987289429,0.32577747351557257
HistGB,HYBRID_AUG,65,6144,11.115509785893446,9.354470252990723,0.24352550506591797,0.16635879894729202
